record_id,timestamp,site_id,environmental_condition,ambient_temperature_c,humidity_percent,panel_temperature_c,irradiance_w_m2,panel_voltage_v,panel_current_a,actual_power_w,expected_power_w,efficiency_percent,performance_ratio,power_loss_w,energy_kwh,soiling_index_percent,health_score,fault_detected,fault_type,alert_level,maintenance_required,wifi_rssi_dbm,device_status,comm_status,system_uptime_hr,temperature_difference,power_efficiency_ratio,energy_loss_percentage,hour,day,month
3996,2026-07-08 18:35:00,SLR-STR01,Overcast / Low Irradiance,29.54,73.3,30.81,40.8,18.132,1.325,24.03,24.48,98.15,1.005,0.45,9.1783,2.28,93.4,No,Degraded Output (Soiling),Normal,No,-53.7,ONLINE,Online,66.583,1.2699999999999996,0.9816176470588236,1.8382352941176472,18,8,7
3997,2026-07-08 18:36:00,SLR-STR01,Overcast / Low Irradiance,29.01,75.1,30.27,40.5,18.257,1.21,22.09,24.3,90.89,0.928,2.21,9.1787,2.65,93.5,No,Degraded Output (Soiling),Normal,No,-51.0,ONLINE,Online,66.6,1.259999999999998,0.9090534979423868,9.094650205761317,18,8,7
3998,2026-07-08 18:37:00,SLR-STR01,Overcast / Low Irradiance,29.29,78.3,30.33,33.1,17.937,1.045,18.75,19.86,94.41,0.965,1.11,9.179,2.49,93.5,No,Degraded Output (Soiling),Normal,No,-55.2,ONLINE,Online,66.617,1.0399999999999991,0.9441087613293052,5.589123867069487,18,8,7
3999,2026-07-08 18:38:00,SLR-STR01,Overcast / Low Irradiance,29.07,77.7,30.07,31.8,18.079,1.017,18.38,19.08,96.35,0.983,0.7,9.1793,3.06,93.4,No,Degraded Output (Soiling),Normal,No,-48.9,ONLINE,Online,66.633,1.0,0.9633123689727464,3.668763102725367,18,8,7
4001,2026-07-08 18:40:00,SLR-STR01,Overcast / Low Irradiance,29.41,80.0,30.12,22.7,18.339,0.678,12.44,13.62,91.34,0.932,1.18,9.1799,2.86,93.3,No,Degraded Output (Soiling),Normal,No,-51.3,ONLINE,Online,66.667,0.7100000000000009,0.9133627019089574,8.66372980910426,18,8,7
4002,2026-07-08 18:41:00,SLR-STR01,Overcast / Low Irradiance,29.48,81.3,30.13,20.9,18.17,0.63,11.45,12.54,91.28,0.932,1.09,9.1801,2.45,93.2,No,Degraded Output (Soiling),Normal,No,-47.5,ONLINE,Online,66.683,0.6499999999999986,0.9130781499202552,8.692185007974484,18,8,7
4003,2026-07-08 18:42:00,SLR-STR01,Overcast / Low Irradiance,28.95,75.9,29.5,17.4,18.1,0.502,9.09,10.44,87.04,0.886,1.35,9.1802,3.13,93.0,No,Degraded Output (Soiling),Normal,No,-48.0,ONLINE,Online,66.7,0.5500000000000007,0.8706896551724138,12.931034482758621,18,8,7
4005,2026-07-08 18:44:00,SLR-STR01,Overcast / Low Irradiance,29.06,77.1,29.59,17.1,18.245,0.501,9.14,10.26,89.07,0.907,1.12,9.1806,2.34,93.1,No,Degraded Output (Soiling),Normal,No,-50.5,ONLINE,Online,66.733,0.5300000000000011,0.8908382066276804,10.91617933723197,18,8,7
4006,2026-07-08 18:45:00,SLR-STR01,Overcast / Low Irradiance,28.91,79.5,29.4,15.7,18.093,0.476,8.61,9.42,91.41,0.93,0.81,9.1808,2.14,93.1,No,Degraded Output (Soiling),Normal,No,-47.9,ONLINE,Online,66.75,0.48999999999999844,0.9140127388535031,8.598726114649683,18,8,7
4007,2026-07-08 18:46:00,SLR-STR01,Overcast / Low Irradiance,29.11,78.0,29.51,12.7,18.021,0.396,7.14,7.62,93.68,0.954,0.48,9.1809,2.66,92.9,No,Degraded Output (Soiling),Normal,No,-52.6,ONLINE,Online,66.767,0.40000000000000213,0.9370078740157479,6.299212598425196,18,8,7
4008,2026-07-08 18:47:00,SLR-STR01,Overcast / Low Irradiance,28.78,79.4,29.17,12.5,18.321,0.376,6.9,7.5,91.96,0.935,0.6,9.181,2.47,93.2,No,Degraded Output (Soiling),Normal,No,-45.0,ONLINE,Online,66.783,0.39000000000000057,0.92,8.0,18,8,7
4009,2026-07-08 18:48:00,SLR-STR01,Overcast / Low Irradiance,29.14,76.2,29.37,7.6,18.279,0.249,4.56,4.56,0.0,0.0,0.0,9.1811,2.84,93.2,No,Degraded Output (Soiling),Normal,No,-51.0,ONLINE,Online,66.8,0.23000000000000043,1.0,0.0,18,8,7
4010,2026-07-08 18:49:00,SLR-STR01,Overcast / Low Irradiance,29.2,78.0,29.35,5.1,18.139,0.218,3.96,3.06,0.0,0.0,0.0,9.1812,2.84,93.1,No,Degraded Output (Soiling),Normal,No,-51.9,ONLINE,Online,66.817,0.15000000000000213,1.2941176470588236,0.0,18,8,7
4011,2026-07-08 18:50:00,SLR-STR01,Overcast / Low Irradiance,29.06,76.7,29.28,7.1,18.19,0.297,5.39,4.26,0.0,0.0,0.0,9.1812,2.89,93.0,No,Degraded Output (Soiling),Normal,No,-47.2,ONLINE,Online,66.833,0.22000000000000242,1.2652582159624413,0.0,18,8,7
4012,2026-07-08 18:51:00,SLR-STR01,Overcast / Low Irradiance,29.23,77.3,29.39,5.0,18.322,0.087,1.6,3.0,0.0,0.0,1.4,9.1813,3.13,92.9,No,Degraded Output (Soiling),Normal,No,-47.1,ONLINE,Online,66.85,0.16000000000000014,0.5333333333333333,46.666666666666664,18,8,7
4013,2026-07-08 18:52:00,SLR-STR01,Overcast / Low Irradiance,29.01,76.9,29.14,4.0,21.768,0.0,0.0,2.4,0.0,0.0,2.4,9.1813,2.43,93.2,No,Degraded Output (Soiling),Normal,No,-52.1,ONLINE,Online,66.867,0.129999999999999,0.0,100.0,18,8,7
4014,2026-07-08 18:53:00,SLR-STR01,Overcast / Low Irradiance,29.08,75.8,29.15,2.2,21.674,0.0,0.0,1.32,0.0,0.0,1.32,9.1813,2.51,93.1,No,Degraded Output (Soiling),Normal,No,-51.2,ONLINE,Online,66.883,0.07000000000000028,0.0,100.0,18,8,7
4015,2026-07-08 18:54:00,SLR-STR01,Overcast / Low Irradiance,28.71,80.0,28.71,0.0,21.756,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.25,93.3,No,Degraded Output (Soiling),Normal,No,-42.2,ONLINE,Online,66.9,0.0,0.0,0.0,18,8,7
4016,2026-07-08 18:55:00,SLR-STR01,Night,29.07,78.5,29.07,0.0,21.728,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.35,93.4,No,Degraded Output (Soiling),Normal,No,-48.7,ONLINE,Online,66.917,0.0,0.0,0.0,18,8,7
4017,2026-07-08 18:56:00,SLR-STR01,Night,28.83,80.1,28.83,0.0,21.756,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.46,93.7,No,Degraded Output (Soiling),Normal,No,-49.7,ONLINE,Online,66.933,0.0,0.0,0.0,18,8,7
4018,2026-07-08 18:57:00,SLR-STR01,Night,28.92,76.0,29.02,3.0,21.719,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.2,93.6,No,Degraded Output (Soiling),Normal,No,-50.2,ONLINE,Online,66.95,0.09999999999999787,0.0,100.0,18,8,7
4019,2026-07-08 18:58:00,SLR-STR01,Night,29.0,74.2,29.05,1.7,21.695,0.0,0.0,1.02,0.0,0.0,1.02,9.1813,3.16,93.1,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,66.967,0.05000000000000071,0.0,100.0,18,8,7
4020,2026-07-08 18:59:00,SLR-STR01,Night,29.06,76.8,29.06,0.0,21.716,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.39,93.0,No,Degraded Output (Soiling),Normal,No,-50.4,ONLINE,Online,66.983,0.0,0.0,0.0,18,8,7
4021,2026-07-08 19:00:00,SLR-STR01,Night,28.59,77.7,28.68,2.9,21.704,0.0,0.0,1.74,0.0,0.0,1.74,9.1813,2.8,92.9,No,Degraded Output (Soiling),Normal,No,-52.1,ONLINE,Online,67.0,0.08999999999999986,0.0,100.0,19,8,7
4022,2026-07-08 19:01:00,SLR-STR01,Night,28.6,79.6,28.67,2.2,21.733,0.0,0.0,1.32,0.0,0.0,1.32,9.1813,2.54,93.0,No,Degraded Output (Soiling),Normal,No,-44.6,ONLINE,Online,67.017,0.07000000000000028,0.0,100.0,19,8,7
4023,2026-07-08 19:02:00,SLR-STR01,Night,28.9,80.2,28.9,0.0,21.716,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.38,93.2,No,Degraded Output (Soiling),Normal,No,-48.1,ONLINE,Online,67.033,0.0,0.0,0.0,19,8,7
4024,2026-07-08 19:03:00,SLR-STR01,Night,29.08,80.5,29.15,2.0,21.759,0.0,0.0,1.2,0.0,0.0,1.2,9.1813,3.05,93.0,No,Degraded Output (Soiling),Normal,No,-47.4,ONLINE,Online,67.05,0.07000000000000028,0.0,100.0,19,8,7
4025,2026-07-08 19:04:00,SLR-STR01,Night,29.04,81.2,29.06,0.5,21.739,0.0,0.0,0.3,0.0,0.0,0.3,9.1813,2.61,92.9,No,Degraded Output (Soiling),Normal,No,-52.5,ONLINE,Online,67.067,0.019999999999999574,0.0,100.0,19,8,7
4026,2026-07-08 19:05:00,SLR-STR01,Night,29.17,79.6,29.17,0.0,21.712,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.8,93.1,No,Degraded Output (Soiling),Normal,No,-46.0,ONLINE,Online,67.083,0.0,0.0,0.0,19,8,7
4027,2026-07-08 19:06:00,SLR-STR01,Night,29.26,78.5,29.28,0.8,21.723,0.0,0.0,0.48,0.0,0.0,0.48,9.1813,2.88,93.3,No,Degraded Output (Soiling),Normal,No,-53.9,ONLINE,Online,67.1,0.019999999999999574,0.0,100.0,19,8,7
4028,2026-07-08 19:07:00,SLR-STR01,Night,29.04,76.8,29.14,3.0,21.714,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.59,93.6,No,Degraded Output (Soiling),Normal,No,-45.0,ONLINE,Online,67.117,0.10000000000000142,0.0,100.0,19,8,7
4029,2026-07-08 19:08:00,SLR-STR01,Night,28.9,79.6,28.97,2.0,21.738,0.0,0.0,1.2,0.0,0.0,1.2,9.1813,3.0,93.4,No,Degraded Output (Soiling),Normal,No,-44.7,ONLINE,Online,67.133,0.07000000000000028,0.0,100.0,19,8,7
4030,2026-07-08 19:09:00,SLR-STR01,Night,28.64,77.3,28.64,0.0,21.818,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.5,93.5,No,Degraded Output (Soiling),Normal,No,-49.3,ONLINE,Online,67.15,0.0,0.0,0.0,19,8,7
4031,2026-07-08 19:10:00,SLR-STR01,Night,28.65,76.8,28.65,0.0,21.692,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.84,93.4,No,Degraded Output (Soiling),Normal,No,-50.3,ONLINE,Online,67.167,0.0,0.0,0.0,19,8,7
4032,2026-07-08 19:11:00,SLR-STR01,Night,28.76,79.5,28.85,3.0,21.819,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.57,93.3,No,Degraded Output (Soiling),Normal,No,-46.6,ONLINE,Online,67.183,0.08999999999999986,0.0,100.0,19,8,7
4033,2026-07-08 19:12:00,SLR-STR01,Night,28.93,78.8,29.02,3.0,21.688,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.9,93.3,No,Degraded Output (Soiling),Normal,No,-46.8,ONLINE,Online,67.2,0.08999999999999986,0.0,100.0,19,8,7
4034,2026-07-08 19:13:00,SLR-STR01,Night,28.91,80.1,28.91,0.0,21.813,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.6,93.2,No,Degraded Output (Soiling),Normal,No,-52.2,ONLINE,Online,67.217,0.0,0.0,0.0,19,8,7
4035,2026-07-08 19:14:00,SLR-STR01,Night,28.84,77.1,28.93,3.0,21.79,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.8,93.1,No,Degraded Output (Soiling),Normal,No,-58.1,ONLINE,Online,67.233,0.08999999999999986,0.0,100.0,19,8,7
4036,2026-07-08 19:15:00,SLR-STR01,Night,28.79,80.8,28.79,0.0,21.725,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.69,93.1,No,Degraded Output (Soiling),Normal,No,-54.4,ONLINE,Online,67.25,0.0,0.0,0.0,19,8,7
4037,2026-07-08 19:16:00,SLR-STR01,Night,28.97,79.2,29.07,3.0,21.761,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.02,93.2,No,Degraded Output (Soiling),Normal,No,-54.8,ONLINE,Online,67.267,0.10000000000000142,0.0,100.0,19,8,7
4038,2026-07-08 19:17:00,SLR-STR01,Night,28.86,78.2,28.86,0.0,21.718,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.52,93.5,No,Degraded Output (Soiling),Normal,No,-52.4,ONLINE,Online,67.283,0.0,0.0,0.0,19,8,7
4039,2026-07-08 19:18:00,SLR-STR01,Night,28.87,77.1,28.96,3.0,21.671,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,2.91,93.3,No,Degraded Output (Soiling),Normal,No,-58.9,ONLINE,Online,67.3,0.08999999999999986,0.0,100.0,19,8,7
4040,2026-07-08 19:19:00,SLR-STR01,Night,28.86,76.5,28.91,1.8,21.66,0.0,0.0,1.08,0.0,0.0,1.08,9.1813,2.56,93.3,No,Degraded Output (Soiling),Normal,No,-52.2,ONLINE,Online,67.317,0.05000000000000071,0.0,100.0,19,8,7
4041,2026-07-08 19:20:00,SLR-STR01,Night,28.63,76.0,28.63,0.0,21.811,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.69,93.3,No,Degraded Output (Soiling),Normal,No,-46.6,ONLINE,Online,67.333,0.0,0.0,0.0,19,8,7
4042,2026-07-08 19:21:00,SLR-STR01,Night,28.5,81.5,28.5,0.0,21.719,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.77,93.2,No,Degraded Output (Soiling),Normal,No,-51.0,ONLINE,Online,67.35,0.0,0.0,0.0,19,8,7
4043,2026-07-08 19:22:00,SLR-STR01,Night,28.87,75.9,28.87,0.0,21.771,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.52,93.2,No,Degraded Output (Soiling),Normal,No,-62.7,ONLINE,Online,67.367,0.0,0.0,0.0,19,8,7
4044,2026-07-08 19:23:00,SLR-STR01,Night,28.84,80.0,28.84,0.0,21.814,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.96,93.2,No,Degraded Output (Soiling),Normal,No,-48.7,ONLINE,Online,67.383,0.0,0.0,0.0,19,8,7
4045,2026-07-08 19:24:00,SLR-STR01,Night,28.67,78.3,28.67,0.0,21.728,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.29,93.3,No,Degraded Output (Soiling),Normal,No,-55.2,ONLINE,Online,67.4,0.0,0.0,0.0,19,8,7
4046,2026-07-08 19:25:00,SLR-STR01,Night,28.6,77.7,28.6,0.0,21.781,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.99,93.1,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,67.417,0.0,0.0,0.0,19,8,7
4047,2026-07-08 19:26:00,SLR-STR01,Night,29.27,77.9,29.28,0.3,21.694,0.0,0.0,0.18,0.0,0.0,0.18,9.1813,2.99,93.0,No,Degraded Output (Soiling),Normal,No,-50.7,ONLINE,Online,67.433,0.010000000000001563,0.0,100.0,19,8,7
4048,2026-07-08 19:27:00,SLR-STR01,Night,28.49,78.7,28.49,0.0,21.722,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.6,92.9,No,Degraded Output (Soiling),Normal,No,-60.4,ONLINE,Online,67.45,0.0,0.0,0.0,19,8,7
4049,2026-07-08 19:28:00,SLR-STR01,Night,28.62,80.7,28.66,1.5,21.738,0.0,0.0,0.9,0.0,0.0,0.9,9.1813,2.65,92.7,No,Degraded Output (Soiling),Normal,No,-50.6,ONLINE,Online,67.467,0.03999999999999915,0.0,100.0,19,8,7
4050,2026-07-08 19:29:00,SLR-STR01,Night,28.73,80.1,28.73,0.0,21.782,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.57,93.1,No,Degraded Output (Soiling),Normal,No,-50.0,ONLINE,Online,67.483,0.0,0.0,0.0,19,8,7
4051,2026-07-08 19:30:00,SLR-STR01,Night,28.36,79.0,28.42,1.9,21.803,0.0,0.0,1.14,0.0,0.0,1.14,9.1813,2.93,93.0,No,Degraded Output (Soiling),Normal,No,-49.4,ONLINE,Online,67.5,0.060000000000002274,0.0,100.0,19,8,7
4052,2026-07-08 19:31:00,SLR-STR01,Night,28.67,76.3,28.71,1.3,21.706,0.0,0.0,0.78,0.0,0.0,0.78,9.1813,2.84,92.7,No,Degraded Output (Soiling),Normal,No,-51.3,ONLINE,Online,67.517,0.03999999999999915,0.0,100.0,19,8,7
4053,2026-07-08 19:32:00,SLR-STR01,Night,29.07,75.6,29.07,0.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.88,92.8,No,Degraded Output (Soiling),Normal,No,-51.0,ONLINE,Online,67.533,0.0,0.0,0.0,19,8,7
4054,2026-07-08 19:33:00,SLR-STR01,Night,28.85,82.8,28.85,0.0,21.704,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.63,92.9,No,Degraded Output (Soiling),Normal,No,-49.5,ONLINE,Online,67.55,0.0,0.0,0.0,19,8,7
4055,2026-07-08 19:34:00,SLR-STR01,Night,28.76,77.1,28.76,0.0,21.697,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.03,93.1,No,Degraded Output (Soiling),Normal,No,-52.8,ONLINE,Online,67.567,0.0,0.0,0.0,19,8,7
4056,2026-07-08 19:35:00,SLR-STR01,Night,28.74,76.1,28.8,2.0,21.749,0.0,0.0,1.2,0.0,0.0,1.2,9.1813,3.17,92.9,No,Degraded Output (Soiling),Normal,No,-52.7,ONLINE,Online,67.583,0.060000000000002274,0.0,100.0,19,8,7
4057,2026-07-08 19:36:00,SLR-STR01,Night,28.6,81.4,28.6,0.0,21.708,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.06,92.9,No,Degraded Output (Soiling),Normal,No,-52.6,ONLINE,Online,67.6,0.0,0.0,0.0,19,8,7
4058,2026-07-08 19:37:00,SLR-STR01,Night,28.8,76.3,28.8,0.0,21.771,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.86,92.9,No,Degraded Output (Soiling),Normal,No,-56.3,ONLINE,Online,67.617,0.0,0.0,0.0,19,8,7
4059,2026-07-08 19:38:00,SLR-STR01,Night,28.51,80.7,28.51,0.0,21.767,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.85,93.0,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,67.633,0.0,0.0,0.0,19,8,7
4060,2026-07-08 19:39:00,SLR-STR01,Night,28.43,81.1,28.43,0.0,21.71,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.23,93.1,No,Degraded Output (Soiling),Normal,No,-49.3,ONLINE,Online,67.65,0.0,0.0,0.0,19,8,7
4061,2026-07-08 19:40:00,SLR-STR01,Night,28.55,79.8,28.65,3.0,21.748,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.51,92.9,No,Degraded Output (Soiling),Normal,No,-50.3,ONLINE,Online,67.667,0.09999999999999787,0.0,100.0,19,8,7
4062,2026-07-08 19:41:00,SLR-STR01,Night,28.74,81.2,28.83,3.0,21.639,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.25,92.8,No,Degraded Output (Soiling),Normal,No,-54.0,ONLINE,Online,67.683,0.08999999999999986,0.0,100.0,19,8,7
4063,2026-07-08 19:42:00,SLR-STR01,Night,28.58,76.6,28.58,0.0,21.747,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.91,93.1,No,Degraded Output (Soiling),Normal,No,-56.0,ONLINE,Online,67.7,0.0,0.0,0.0,19,8,7
4064,2026-07-08 19:43:00,SLR-STR01,Night,28.66,77.0,28.72,2.0,21.784,0.0,0.0,1.2,0.0,0.0,1.2,9.1813,3.12,93.1,No,Degraded Output (Soiling),Normal,No,-45.1,ONLINE,Online,67.717,0.05999999999999872,0.0,100.0,19,8,7
4065,2026-07-08 19:44:00,SLR-STR01,Night,27.97,79.1,27.97,0.0,21.803,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.83,93.3,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,67.733,0.0,0.0,0.0,19,8,7
4066,2026-07-08 19:45:00,SLR-STR01,Night,28.76,79.5,28.76,0.0,21.629,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.34,93.1,No,Degraded Output (Soiling),Normal,No,-49.7,ONLINE,Online,0.0,0.0,0.0,0.0,19,8,7
4067,2026-07-08 19:46:00,SLR-STR01,Night,29.04,79.3,29.04,0.0,21.626,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.62,93.1,No,Degraded Output (Soiling),Normal,No,-49.2,ONLINE,Online,0.017,0.0,0.0,0.0,19,8,7
4068,2026-07-08 19:47:00,SLR-STR01,Night,28.77,80.5,28.77,0.0,21.658,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.48,92.9,No,Degraded Output (Soiling),Normal,No,-52.0,ONLINE,Online,0.033,0.0,0.0,0.0,19,8,7
4069,2026-07-08 19:48:00,SLR-STR01,Night,28.35,78.1,28.44,3.0,21.856,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.43,92.8,No,Degraded Output (Soiling),Normal,No,-46.6,ONLINE,Online,0.05,0.08999999999999986,0.0,100.0,19,8,7
4070,2026-07-08 19:49:00,SLR-STR01,Night,28.2,75.4,28.2,0.0,21.815,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.87,92.8,No,Degraded Output (Soiling),Normal,No,-48.8,ONLINE,Online,0.067,0.0,0.0,0.0,19,8,7
4071,2026-07-08 19:50:00,SLR-STR01,Night,28.47,80.4,28.57,3.0,21.681,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.49,92.7,No,Degraded Output (Soiling),Normal,No,-51.0,ONLINE,Online,0.083,0.10000000000000142,0.0,100.0,19,8,7
4072,2026-07-08 19:51:00,SLR-STR01,Night,28.14,79.2,28.14,0.0,21.821,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.96,92.8,No,Degraded Output (Soiling),Normal,No,-44.4,ONLINE,Online,0.1,0.0,0.0,0.0,19,8,7
4073,2026-07-08 19:52:00,SLR-STR01,Night,28.56,81.3,28.65,2.8,21.703,0.0,0.0,1.68,0.0,0.0,1.68,9.1813,2.51,93.0,No,Degraded Output (Soiling),Normal,No,-54.7,ONLINE,Online,0.117,0.08999999999999986,0.0,100.0,19,8,7
4074,2026-07-08 19:53:00,SLR-STR01,Night,28.23,83.8,28.31,2.4,21.833,0.0,0.0,1.44,0.0,0.0,1.44,9.1813,3.08,92.8,No,Degraded Output (Soiling),Normal,No,-47.9,ONLINE,Online,0.133,0.0799999999999983,0.0,100.0,19,8,7
4075,2026-07-08 19:54:00,SLR-STR01,Night,28.59,79.9,28.59,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.9,92.7,No,Degraded Output (Soiling),Normal,No,-58.9,ONLINE,Online,0.15,0.0,0.0,0.0,19,8,7
4076,2026-07-08 19:55:00,SLR-STR01,Night,28.68,80.9,28.71,0.9,21.775,0.0,0.0,0.54,0.0,0.0,0.54,9.1813,3.14,92.8,No,Degraded Output (Soiling),Normal,No,-53.5,ONLINE,Online,0.167,0.030000000000001137,0.0,100.0,19,8,7
4077,2026-07-08 19:56:00,SLR-STR01,Night,27.82,78.1,27.84,0.8,21.831,0.0,0.0,0.48,0.0,0.0,0.48,9.1813,2.83,93.1,No,Degraded Output (Soiling),Normal,No,-51.5,ONLINE,Online,0.183,0.019999999999999574,0.0,100.0,19,8,7
4078,2026-07-08 19:57:00,SLR-STR01,Night,28.39,81.7,28.45,2.0,21.755,0.0,0.0,1.2,0.0,0.0,1.2,9.1813,2.93,93.0,No,Degraded Output (Soiling),Normal,No,-50.7,ONLINE,Online,0.2,0.05999999999999872,0.0,100.0,19,8,7
4079,2026-07-08 19:58:00,SLR-STR01,Night,28.13,80.6,28.13,0.0,21.802,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.88,92.9,No,Degraded Output (Soiling),Normal,No,-54.3,ONLINE,Online,0.217,0.0,0.0,0.0,19,8,7
4080,2026-07-08 19:59:00,SLR-STR01,Night,27.94,80.4,27.94,0.0,21.761,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.62,92.9,No,Degraded Output (Soiling),Normal,No,-54.3,ONLINE,Online,0.233,0.0,0.0,0.0,19,8,7
4081,2026-07-08 20:00:00,SLR-STR01,Night,28.12,81.8,28.12,0.0,21.777,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.25,92.6,No,Degraded Output (Soiling),Normal,No,-47.5,ONLINE,Online,0.25,0.0,0.0,0.0,20,8,7
4082,2026-07-08 20:01:00,SLR-STR01,Night,28.21,77.8,28.22,0.5,21.707,0.0,0.0,0.3,0.0,0.0,0.3,9.1813,3.01,92.6,No,Degraded Output (Soiling),Normal,No,-42.3,ONLINE,Online,0.267,0.00999999999999801,0.0,100.0,20,8,7
4083,2026-07-08 20:02:00,SLR-STR01,Night,28.51,81.1,28.51,0.0,21.767,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.34,92.8,No,Degraded Output (Soiling),Normal,No,-52.8,ONLINE,Online,0.283,0.0,0.0,0.0,20,8,7
4084,2026-07-08 20:03:00,SLR-STR01,Night,27.86,81.0,27.86,0.0,21.72,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.92,92.9,No,Degraded Output (Soiling),Normal,No,-56.3,ONLINE,Online,0.3,0.0,0.0,0.0,20,8,7
4085,2026-07-08 20:04:00,SLR-STR01,Night,28.49,83.2,28.49,0.0,21.732,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.25,93.0,No,Degraded Output (Soiling),Normal,No,-42.1,ONLINE,Online,0.317,0.0,0.0,0.0,20,8,7
4086,2026-07-08 20:05:00,SLR-STR01,Night,28.72,76.6,28.72,0.0,21.731,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.28,92.8,No,Degraded Output (Soiling),Normal,No,-47.1,ONLINE,Online,0.333,0.0,0.0,0.0,20,8,7
4087,2026-07-08 20:06:00,SLR-STR01,Night,28.35,80.0,28.35,0.0,21.718,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,2.8,92.9,No,Degraded Output (Soiling),Normal,No,-50.7,ONLINE,Online,0.35,0.0,0.0,0.0,20,8,7
4088,2026-07-08 20:07:00,SLR-STR01,Night,28.32,84.5,28.34,0.4,21.772,0.0,0.0,0.24,0.0,0.0,0.24,9.1813,2.92,92.9,No,Degraded Output (Soiling),Normal,No,-53.6,ONLINE,Online,0.367,0.019999999999999574,0.0,100.0,20,8,7
4089,2026-07-08 20:08:00,SLR-STR01,Night,28.17,79.4,28.27,3.0,21.736,0.0,0.0,1.8,0.0,0.0,1.8,9.1813,3.4,92.8,No,Degraded Output (Soiling),Normal,No,-46.4,ONLINE,Online,0.383,0.09999999999999787,0.0,100.0,20,8,7
4090,2026-07-08 20:09:00,SLR-STR01,Night,27.87,79.4,27.9,1.0,21.823,0.0,0.0,0.6,0.0,0.0,0.6,9.1813,2.42,92.8,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,0.4,0.029999999999997584,0.0,100.0,20,8,7
4091,2026-07-08 20:10:00,SLR-STR01,Night,28.28,83.8,28.28,0.0,21.732,0.0,0.0,0.0,0.0,0.0,0.0,9.1813,3.09,92.7,No,Degraded Output (Soiling),Normal,No,-51.2,ONLINE,Online,0.417,0.0,0.0,0.0,20,8,7
