record_id,timestamp,site_id,environmental_condition,ambient_temperature_c,humidity_percent,panel_temperature_c,irradiance_w_m2,panel_voltage_v,panel_current_a,actual_power_w,expected_power_w,efficiency_percent,performance_ratio,power_loss_w,energy_kwh,soiling_index_percent,health_score,fault_detected,fault_type,alert_level,maintenance_required,wifi_rssi_dbm,device_status,comm_status,system_uptime_hr
5188,2026-07-09 14:27:00,SLR-STR01,Clear Sky,30.84,79.1,46.47,500.3,17.273,14.613,252.41,300.18,84.09,0.92,47.77,11.0989,7.84,89.4,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,18.7
5189,2026-07-09 14:28:00,SLR-STR01,Clear Sky,30.38,76.3,46.57,518.1,17.2,15.204,261.51,310.86,84.13,0.921,49.35,11.1031,8.06,89.2,No,Degraded Output (Soiling),Normal,No,-53.9,ONLINE,Online,18.717
5190,2026-07-09 14:29:00,SLR-STR01,Clear Sky,30.36,72.3,46.76,525.0,17.298,15.391,266.24,315.0,84.52,0.926,48.76,11.1075,7.88,89.5,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,18.733
5191,2026-07-09 14:30:00,SLR-STR01,Clear Sky,30.46,69.2,46.91,526.6,17.191,15.637,268.82,315.96,85.08,0.933,47.14,11.112,7.46,89.7,No,Degraded Output (Soiling),Normal,No,-54.4,ONLINE,Online,18.75
5192,2026-07-09 14:31:00,SLR-STR01,Clear Sky,30.72,76.6,46.88,517.1,17.303,15.177,262.61,310.26,84.64,0.928,47.65,11.1164,7.66,89.9,No,Degraded Output (Soiling),Normal,No,-57.3,ONLINE,Online,18.767
5193,2026-07-09 14:32:00,SLR-STR01,Clear Sky,30.38,74.6,46.65,520.6,17.265,15.101,260.72,312.36,83.47,0.914,51.64,11.1208,8.0,89.5,No,Degraded Output (Soiling),Normal,No,-61.3,ONLINE,Online,18.783
5194,2026-07-09 14:33:00,SLR-STR01,Clear Sky,30.2,74.2,47.17,542.8,17.279,15.897,274.69,325.68,84.34,0.925,50.99,11.1252,8.01,89.4,No,Degraded Output (Soiling),Normal,No,-53.1,ONLINE,Online,18.8
5195,2026-07-09 14:34:00,SLR-STR01,Clear Sky,30.57,72.1,46.75,517.7,17.144,15.511,265.93,310.62,85.61,0.938,44.69,11.1298,7.6,89.3,No,Degraded Output (Soiling),Normal,No,-61.4,ONLINE,Online,18.817
5196,2026-07-09 14:35:00,SLR-STR01,Clear Sky,29.97,71.2,46.21,519.9,17.323,15.137,262.22,311.94,84.06,0.919,49.72,11.1342,7.91,89.4,No,Degraded Output (Soiling),Normal,No,-55.2,ONLINE,Online,18.833
5197,2026-07-09 14:36:00,SLR-STR01,Clear Sky,30.52,70.4,47.43,541.0,17.257,15.696,270.87,324.6,83.45,0.917,53.73,11.1386,8.21,89.1,No,Degraded Output (Soiling),Normal,No,-57.8,ONLINE,Online,18.85
5198,2026-07-09 14:37:00,SLR-STR01,Clear Sky,30.78,79.1,47.18,524.9,17.169,15.423,264.8,314.94,84.08,0.923,50.14,11.1431,7.56,89.3,No,Degraded Output (Soiling),Normal,No,-50.7,ONLINE,Online,18.867
5199,2026-07-09 14:38:00,SLR-STR01,Clear Sky,30.56,77.2,46.09,497.0,17.132,14.646,250.91,298.2,84.14,0.919,47.29,11.1474,7.94,89.2,No,Degraded Output (Soiling),Normal,No,-53.1,ONLINE,Online,18.883
5200,2026-07-09 14:39:00,SLR-STR01,Clear Sky,30.68,73.0,46.91,519.3,17.02,15.415,262.37,311.58,84.21,0.923,49.21,11.1516,7.94,89.2,No,Degraded Output (Soiling),Normal,No,-57.8,ONLINE,Online,18.9
5201,2026-07-09 14:40:00,SLR-STR01,Clear Sky,30.61,77.8,47.64,544.9,16.977,16.129,273.81,326.94,83.75,0.921,53.13,11.1561,7.76,89.1,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,18.917
5202,2026-07-09 14:41:00,SLR-STR01,Clear Sky,30.67,70.4,48.32,564.6,17.189,16.368,281.36,338.76,83.06,0.916,57.4,11.1607,7.9,88.7,No,Degraded Output (Soiling),Normal,No,-57.0,ONLINE,Online,18.933
5203,2026-07-09 14:42:00,SLR-STR01,Clear Sky,30.53,75.4,48.1,562.2,17.141,16.351,280.27,337.32,83.09,0.915,57.05,11.1654,8.25,88.7,No,Degraded Output (Soiling),Normal,No,-54.7,ONLINE,Online,18.95
5204,2026-07-09 14:43:00,SLR-STR01,Clear Sky,30.28,75.4,47.07,537.1,17.221,15.681,270.03,322.26,83.79,0.919,52.23,11.17,7.94,88.9,No,Degraded Output (Soiling),Normal,No,-59.7,ONLINE,Online,18.967
5205,2026-07-09 14:44:00,SLR-STR01,Clear Sky,30.44,72.3,48.55,579.7,17.206,16.863,290.15,347.82,83.42,0.921,57.67,11.1747,7.87,88.8,No,Degraded Output (Soiling),Normal,No,-50.9,ONLINE,Online,18.983
5206,2026-07-09 14:45:00,SLR-STR01,Clear Sky,30.48,73.1,48.52,577.4,17.092,17.072,291.8,346.44,84.23,0.93,54.64,11.1795,7.79,88.9,No,Degraded Output (Soiling),Normal,No,-53.3,ONLINE,Online,19.0
5207,2026-07-09 14:46:00,SLR-STR01,Clear Sky,30.81,72.0,49.07,584.4,16.979,17.326,294.18,350.64,83.9,0.928,56.46,11.1844,7.72,89.3,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,19.017
5208,2026-07-09 14:47:00,SLR-STR01,Clear Sky,30.9,74.1,48.89,575.7,17.184,16.827,289.17,345.42,83.71,0.926,56.25,11.1893,7.47,89.3,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,19.033
5209,2026-07-09 14:48:00,SLR-STR01,Clear Sky,30.6,76.6,48.54,573.9,16.86,17.156,289.26,344.34,84.0,0.927,55.08,11.1941,7.52,89.2,No,Degraded Output (Soiling),Normal,No,-56.5,ONLINE,Online,19.05
5210,2026-07-09 14:49:00,SLR-STR01,Clear Sky,30.31,76.0,47.32,544.4,17.0,16.166,274.82,326.64,84.13,0.924,51.82,11.1988,7.39,89.3,No,Degraded Output (Soiling),Normal,No,-62.1,ONLINE,Online,19.067
5211,2026-07-09 14:50:00,SLR-STR01,Clear Sky,30.31,74.8,46.33,512.5,17.361,14.865,258.07,307.5,83.93,0.918,49.43,11.2032,7.76,89.1,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,19.083
5212,2026-07-09 14:51:00,SLR-STR01,Clear Sky,30.45,76.2,46.62,517.3,17.086,15.256,260.67,310.38,83.98,0.919,49.71,11.2075,7.55,89.2,No,Degraded Output (Soiling),Normal,No,-50.9,ONLINE,Online,19.1
5213,2026-07-09 14:52:00,SLR-STR01,Clear Sky,30.85,70.5,47.14,521.3,17.075,15.434,263.55,312.78,84.26,0.924,49.23,11.2119,7.35,89.3,No,Degraded Output (Soiling),Normal,No,-50.4,ONLINE,Online,19.117
5214,2026-07-09 14:53:00,SLR-STR01,Clear Sky,30.58,78.0,47.48,540.8,17.133,15.629,267.78,324.48,82.53,0.907,56.7,11.2163,8.18,89.1,No,Degraded Output (Soiling),Normal,No,-62.0,ONLINE,Online,19.133
5215,2026-07-09 14:54:00,SLR-STR01,Clear Sky,30.49,73.9,47.24,536.0,17.104,15.704,268.6,321.6,83.52,0.917,53.0,11.2208,7.79,89.2,No,Degraded Output (Soiling),Normal,No,-56.9,ONLINE,Online,19.15
5216,2026-07-09 14:55:00,SLR-STR01,Clear Sky,30.31,71.4,47.66,555.4,17.166,16.35,280.67,333.24,84.23,0.926,52.57,11.2254,8.14,89.3,No,Degraded Output (Soiling),Normal,No,-54.7,ONLINE,Online,19.167
5217,2026-07-09 14:56:00,SLR-STR01,Clear Sky,30.72,73.3,47.83,547.5,17.131,15.88,272.03,328.5,82.81,0.911,56.47,11.23,8.27,89.0,No,Degraded Output (Soiling),Normal,No,-57.5,ONLINE,Online,19.183
5218,2026-07-09 14:57:00,SLR-STR01,Clear Sky,30.57,72.7,48.05,559.2,16.745,16.661,279.0,335.52,83.15,0.916,56.52,11.2346,8.32,88.7,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,19.2
5219,2026-07-09 14:58:00,SLR-STR01,Clear Sky,30.49,74.2,47.79,553.6,17.282,16.063,277.6,332.16,83.57,0.92,54.56,11.2392,7.85,88.9,No,Degraded Output (Soiling),Normal,No,-61.9,ONLINE,Online,19.217
5220,2026-07-09 14:59:00,SLR-STR01,Clear Sky,30.53,74.6,47.77,551.9,17.198,16.162,277.97,331.14,83.94,0.924,53.17,11.2439,7.16,89.1,No,Degraded Output (Soiling),Normal,No,-49.5,ONLINE,Online,19.233
5221,2026-07-09 15:00:00,SLR-STR01,Clear Sky,30.92,69.4,47.63,534.8,17.164,15.642,268.49,320.88,83.67,0.92,52.39,11.2484,8.02,89.1,No,Degraded Output (Soiling),Normal,No,-59.1,ONLINE,Online,19.25
5222,2026-07-09 15:01:00,SLR-STR01,Clear Sky,30.46,76.5,47.4,542.0,17.007,16.051,272.99,325.2,83.94,0.922,52.21,11.2529,7.86,89.3,No,Degraded Output (Soiling),Normal,No,-55.0,ONLINE,Online,19.267
5223,2026-07-09 15:02:00,SLR-STR01,Clear Sky,30.92,77.4,47.91,543.5,17.307,15.871,274.67,326.1,84.23,0.927,51.43,11.2575,7.43,89.3,No,Degraded Output (Soiling),Normal,No,-58.6,ONLINE,Online,19.283
5224,2026-07-09 15:03:00,SLR-STR01,Clear Sky,30.81,72.0,47.65,538.9,17.137,15.922,272.87,323.34,84.39,0.928,50.47,11.262,7.14,89.4,No,Degraded Output (Soiling),Normal,No,-62.9,ONLINE,Online,19.3
5225,2026-07-09 15:04:00,SLR-STR01,Clear Sky,30.51,76.9,47.37,539.3,17.383,15.507,269.56,323.58,83.31,0.915,54.02,11.2666,8.22,88.9,No,Degraded Output (Soiling),Normal,No,-65.4,ONLINE,Online,19.317
5226,2026-07-09 15:05:00,SLR-STR01,Clear Sky,30.72,76.5,47.7,543.4,17.432,15.55,271.07,326.04,83.14,0.914,54.97,11.2711,8.22,88.7,No,Degraded Output (Soiling),Normal,No,-52.4,ONLINE,Online,19.333
5227,2026-07-09 15:06:00,SLR-STR01,Clear Sky,30.47,76.0,47.43,542.9,17.35,15.629,271.16,325.74,83.25,0.915,54.58,11.2756,8.3,88.6,No,Degraded Output (Soiling),Normal,No,-58.2,ONLINE,Online,19.35
5228,2026-07-09 15:07:00,SLR-STR01,Clear Sky,30.29,77.3,47.22,541.6,17.429,15.683,273.34,324.96,84.11,0.923,51.62,11.2801,8.35,88.6,No,Degraded Output (Soiling),Normal,No,-57.7,ONLINE,Online,19.367
5229,2026-07-09 15:08:00,SLR-STR01,Clear Sky,30.43,71.3,47.09,533.2,17.141,15.419,264.3,319.92,82.61,0.906,55.62,11.2846,8.28,88.6,No,Degraded Output (Soiling),Normal,No,-48.8,ONLINE,Online,19.383
5230,2026-07-09 15:09:00,SLR-STR01,Clear Sky,30.27,75.5,46.07,505.7,16.912,15.129,255.85,303.42,84.32,0.921,47.57,11.2889,8.08,89.1,No,Degraded Output (Soiling),Normal,No,-51.4,ONLINE,Online,19.4
5231,2026-07-09 15:10:00,SLR-STR01,Clear Sky,30.63,72.0,45.91,489.1,17.255,14.256,245.99,293.46,83.82,0.915,47.47,11.2931,8.04,89.1,No,Degraded Output (Soiling),Normal,No,-63.2,ONLINE,Online,19.417
5232,2026-07-09 15:11:00,SLR-STR01,Clear Sky,30.5,78.7,45.79,489.2,17.437,14.283,249.05,293.52,84.85,0.925,44.47,11.2972,8.24,89.1,No,Degraded Output (Soiling),Normal,No,-56.8,ONLINE,Online,19.433
5233,2026-07-09 15:12:00,SLR-STR01,Clear Sky,30.64,72.1,44.63,447.9,17.414,13.111,228.31,268.74,84.96,0.922,40.43,11.3012,8.1,89.5,No,Degraded Output (Soiling),Normal,No,-54.6,ONLINE,Online,19.45
5234,2026-07-09 15:13:00,SLR-STR01,Clear Sky,30.7,71.6,44.03,426.4,17.207,12.636,217.42,255.84,84.98,0.92,38.42,11.3049,7.99,89.5,No,Degraded Output (Soiling),Normal,No,-52.1,ONLINE,Online,19.467
5235,2026-07-09 15:14:00,SLR-STR01,Clear Sky,29.71,76.3,43.45,439.6,17.539,12.926,226.72,263.76,85.96,0.928,37.04,11.3086,8.14,89.6,No,Degraded Output (Soiling),Normal,No,-55.2,ONLINE,Online,19.483
5236,2026-07-09 15:15:00,SLR-STR01,Clear Sky,30.57,75.3,44.66,450.9,17.356,13.285,230.57,270.54,85.23,0.925,39.97,11.3125,7.8,89.6,No,Degraded Output (Soiling),Normal,No,-54.4,ONLINE,Online,19.5
5237,2026-07-09 15:16:00,SLR-STR01,Clear Sky,30.04,74.1,43.88,442.9,17.422,12.942,225.48,265.74,84.85,0.918,40.26,11.3163,7.72,89.7,No,Degraded Output (Soiling),Normal,No,-61.6,ONLINE,Online,19.517
5238,2026-07-09 15:17:00,SLR-STR01,Clear Sky,30.53,74.3,45.53,479.9,17.244,14.091,242.99,287.94,84.39,0.919,44.95,11.3202,8.56,89.3,No,Degraded Output (Soiling),Normal,No,-61.0,ONLINE,Online,19.533
5239,2026-07-09 15:18:00,SLR-STR01,Clear Sky,30.27,75.3,44.8,465.0,17.345,13.613,236.11,279.0,84.63,0.919,42.89,11.3241,8.64,89.4,No,Degraded Output (Soiling),Normal,No,-50.3,ONLINE,Online,19.55
5240,2026-07-09 15:19:00,SLR-STR01,Clear Sky,30.52,77.5,45.38,475.7,17.156,14.026,240.63,285.42,84.31,0.918,44.79,11.3281,8.35,89.2,No,Degraded Output (Soiling),Normal,No,-60.8,ONLINE,Online,19.567
5241,2026-07-09 15:20:00,SLR-STR01,Clear Sky,30.83,72.6,46.7,507.7,17.126,15.015,257.15,304.62,84.42,0.924,47.47,11.3323,7.74,89.5,No,Degraded Output (Soiling),Normal,No,-65.8,ONLINE,Online,19.583
5243,2026-07-09 15:22:00,SLR-STR01,Clear Sky,30.53,72.9,46.38,507.1,17.401,14.508,252.46,304.26,82.97,0.907,51.8,11.3406,8.28,89.0,No,Degraded Output (Soiling),Normal,No,-57.0,ONLINE,Online,19.617
5244,2026-07-09 15:23:00,SLR-STR01,Clear Sky,30.47,73.9,45.91,494.3,17.152,14.422,247.37,296.58,83.41,0.91,49.21,11.3448,8.14,89.0,No,Degraded Output (Soiling),Normal,No,-56.0,ONLINE,Online,19.633
5245,2026-07-09 15:24:00,SLR-STR01,Clear Sky,30.01,74.1,44.86,475.2,17.238,14.061,242.39,285.12,85.01,0.923,42.73,11.3488,7.95,89.2,No,Degraded Output (Soiling),Normal,No,-54.9,ONLINE,Online,19.65
5246,2026-07-09 15:25:00,SLR-STR01,Clear Sky,30.64,71.5,46.16,496.4,17.308,14.419,249.56,297.84,83.79,0.915,48.28,11.3529,8.53,88.7,No,Degraded Output (Soiling),Normal,No,-54.9,ONLINE,Online,19.667
5247,2026-07-09 15:26:00,SLR-STR01,Clear Sky,30.49,74.7,45.94,494.3,17.277,14.487,250.28,296.58,84.39,0.921,46.3,11.3571,8.03,89.0,No,Degraded Output (Soiling),Normal,No,-56.1,ONLINE,Online,19.683
5248,2026-07-09 15:27:00,SLR-STR01,Clear Sky,30.35,71.5,45.56,486.7,17.53,14.089,246.99,292.02,84.58,0.922,45.03,11.3612,8.02,89.1,No,Degraded Output (Soiling),Normal,No,-61.8,ONLINE,Online,19.7
5249,2026-07-09 15:28:00,SLR-STR01,Clear Sky,30.3,73.4,45.81,496.4,17.255,14.638,252.58,297.84,84.8,0.925,45.26,11.3654,8.02,89.2,No,Degraded Output (Soiling),Normal,No,-58.2,ONLINE,Online,19.717
5250,2026-07-09 15:29:00,SLR-STR01,Clear Sky,31.28,73.6,46.67,492.6,17.029,14.535,247.52,295.56,83.75,0.917,48.04,11.3696,7.83,89.2,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,19.733
5251,2026-07-09 15:30:00,SLR-STR01,Clear Sky,30.38,73.6,45.72,491.0,17.154,14.418,247.32,294.6,83.95,0.915,47.28,11.3737,8.31,88.9,No,Degraded Output (Soiling),Normal,No,-63.5,ONLINE,Online,19.75
5252,2026-07-09 15:31:00,SLR-STR01,Clear Sky,30.02,77.0,45.02,480.0,17.499,13.953,244.16,288.0,84.78,0.922,43.84,11.3778,7.52,89.2,No,Degraded Output (Soiling),Normal,No,-55.8,ONLINE,Online,19.767
5253,2026-07-09 15:32:00,SLR-STR01,Clear Sky,30.24,77.3,45.38,484.5,17.309,14.186,245.55,290.7,84.47,0.92,45.15,11.3819,8.05,89.2,No,Degraded Output (Soiling),Normal,No,-60.8,ONLINE,Online,19.783
5254,2026-07-09 15:33:00,SLR-STR01,Clear Sky,30.38,76.2,45.23,475.2,17.316,13.812,239.18,285.12,83.89,0.913,45.94,11.3859,8.26,89.0,No,Degraded Output (Soiling),Normal,No,-56.9,ONLINE,Online,19.8
5255,2026-07-09 15:34:00,SLR-STR01,Clear Sky,30.37,77.3,45.41,481.3,17.193,14.038,241.36,288.78,83.58,0.91,47.42,11.3899,8.52,88.5,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,19.817
5256,2026-07-09 15:35:00,SLR-STR01,Clear Sky,30.45,73.5,45.29,475.1,17.246,14.016,241.72,285.06,84.8,0.923,43.34,11.3939,8.24,89.1,No,Degraded Output (Soiling),Normal,No,-59.0,ONLINE,Online,19.833
5257,2026-07-09 15:36:00,SLR-STR01,Clear Sky,30.2,76.9,44.77,466.3,17.395,13.678,237.91,279.78,85.04,0.923,41.87,11.3979,7.7,89.2,No,Degraded Output (Soiling),Normal,No,-60.6,ONLINE,Online,19.85
5258,2026-07-09 15:37:00,SLR-STR01,Clear Sky,30.6,74.0,44.85,456.0,17.307,13.366,231.32,273.6,84.55,0.918,42.28,11.4019,8.3,89.2,No,Degraded Output (Soiling),Normal,No,-60.2,ONLINE,Online,19.867
5259,2026-07-09 15:38:00,SLR-STR01,Clear Sky,30.34,74.6,43.55,422.8,17.47,12.307,215.0,253.68,84.75,0.915,38.68,11.4056,8.3,89.4,No,Degraded Output (Soiling),Normal,No,-56.7,ONLINE,Online,19.883
5260,2026-07-09 15:39:00,SLR-STR01,Clear Sky,30.12,74.7,43.91,441.4,17.28,13.092,226.23,264.84,85.42,0.924,38.61,11.4093,8.09,89.3,No,Degraded Output (Soiling),Normal,No,-57.2,ONLINE,Online,19.9
5261,2026-07-09 15:40:00,SLR-STR01,Clear Sky,30.25,71.5,43.06,409.9,17.469,12.021,210.0,245.94,85.39,0.92,35.94,11.4129,7.9,89.4,No,Degraded Output (Soiling),Normal,No,-53.2,ONLINE,Online,19.917
5262,2026-07-09 15:41:00,SLR-STR01,Clear Sky,30.36,72.9,43.71,427.2,17.556,12.432,218.26,256.32,85.15,0.92,38.06,11.4165,7.7,89.5,No,Degraded Output (Soiling),Normal,No,-48.4,ONLINE,Online,19.933
5263,2026-07-09 15:42:00,SLR-STR01,Clear Sky,30.66,73.8,44.62,446.7,17.458,12.955,226.17,268.02,84.39,0.916,41.85,11.4202,7.98,89.3,No,Degraded Output (Soiling),Normal,No,-58.0,ONLINE,Online,19.95
5264,2026-07-09 15:43:00,SLR-STR01,Clear Sky,30.57,74.9,43.84,424.7,17.372,12.52,217.49,254.82,85.35,0.923,37.33,11.4239,8.14,89.3,No,Degraded Output (Soiling),Normal,No,-61.2,ONLINE,Online,19.967
5265,2026-07-09 15:44:00,SLR-STR01,Clear Sky,30.36,73.9,43.7,427.0,17.358,12.397,215.19,256.2,83.99,0.908,41.01,11.4275,8.92,88.8,No,Degraded Output (Soiling),Normal,No,-57.0,ONLINE,Online,19.983
5266,2026-07-09 15:45:00,SLR-STR01,Clear Sky,30.45,72.5,43.12,405.4,17.326,11.782,204.12,243.24,83.92,0.905,39.12,11.431,8.25,89.0,No,Degraded Output (Soiling),Normal,No,-62.8,ONLINE,Online,20.0
5267,2026-07-09 15:46:00,SLR-STR01,Clear Sky,30.49,71.9,43.21,406.8,17.476,11.832,206.77,244.08,84.71,0.914,37.31,11.4344,8.14,89.1,No,Degraded Output (Soiling),Normal,No,-54.5,ONLINE,Online,20.017
5268,2026-07-09 15:47:00,SLR-STR01,Clear Sky,30.95,74.2,44.78,442.7,17.217,13.132,226.1,265.62,85.12,0.924,39.52,11.438,7.58,89.5,No,Degraded Output (Soiling),Normal,No,-60.5,ONLINE,Online,20.033
5269,2026-07-09 15:48:00,SLR-STR01,Clear Sky,30.28,71.8,44.36,450.7,17.482,13.071,228.51,270.42,84.5,0.916,41.91,11.4418,7.74,89.6,No,Degraded Output (Soiling),Normal,No,-53.9,ONLINE,Online,20.05
5270,2026-07-09 15:49:00,SLR-STR01,Clear Sky,30.55,71.8,44.03,431.4,17.473,12.67,221.38,258.84,85.53,0.926,37.46,11.4455,7.92,89.9,No,Degraded Output (Soiling),Normal,No,-58.6,ONLINE,Online,20.067
5271,2026-07-09 15:50:00,SLR-STR01,Clear Sky,30.61,74.0,44.35,439.8,17.449,12.844,224.12,263.88,84.93,0.921,39.76,11.4492,8.07,89.6,No,Degraded Output (Soiling),Normal,No,-63.8,ONLINE,Online,20.083
5272,2026-07-09 15:51:00,SLR-STR01,Clear Sky,30.19,74.6,43.92,439.3,17.632,12.683,223.63,263.58,84.84,0.918,39.95,11.453,8.08,89.2,No,Degraded Output (Soiling),Normal,No,-52.0,ONLINE,Online,20.1
5273,2026-07-09 15:52:00,SLR-STR01,Clear Sky,30.47,72.5,43.83,427.5,17.627,12.471,219.82,256.5,85.7,0.927,36.68,11.4567,8.44,89.3,No,Degraded Output (Soiling),Normal,No,-53.5,ONLINE,Online,20.117
5274,2026-07-09 15:53:00,SLR-STR01,Clear Sky,30.46,70.7,44.07,435.5,17.52,12.594,220.65,261.3,84.44,0.914,40.65,11.4603,8.58,89.2,No,Degraded Output (Soiling),Normal,No,-58.5,ONLINE,Online,20.133
5275,2026-07-09 15:54:00,SLR-STR01,Clear Sky,30.3,74.8,43.69,428.4,17.403,12.43,216.33,257.04,84.16,0.91,40.71,11.464,8.51,89.1,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,20.15
5276,2026-07-09 15:55:00,SLR-STR01,Clear Sky,30.56,75.9,43.89,426.6,17.279,12.614,217.96,255.96,85.15,0.921,38.0,11.4676,7.93,89.5,No,Degraded Output (Soiling),Normal,No,-57.4,ONLINE,Online,20.167
5277,2026-07-09 15:56:00,SLR-STR01,Clear Sky,30.67,73.4,43.93,424.3,17.465,12.46,217.61,254.58,85.48,0.925,36.97,11.4712,8.0,89.7,No,Degraded Output (Soiling),Normal,No,-52.4,ONLINE,Online,20.183
5278,2026-07-09 15:57:00,SLR-STR01,Clear Sky,30.69,73.5,44.01,426.3,17.338,12.626,218.9,255.78,85.58,0.926,36.88,11.4749,7.89,89.6,No,Degraded Output (Soiling),Normal,No,-64.2,ONLINE,Online,20.2
5279,2026-07-09 15:58:00,SLR-STR01,Clear Sky,30.36,69.6,43.51,420.9,17.338,12.445,215.78,252.54,85.44,0.923,36.76,11.4785,7.7,89.9,No,Degraded Output (Soiling),Normal,No,-60.1,ONLINE,Online,20.217
5280,2026-07-09 15:59:00,SLR-STR01,Clear Sky,30.45,76.1,43.49,417.2,17.334,12.251,212.37,250.32,84.84,0.916,37.95,11.4821,7.75,89.7,No,Degraded Output (Soiling),Normal,No,-59.3,ONLINE,Online,20.233
5281,2026-07-09 16:00:00,SLR-STR01,Clear Sky,30.99,72.1,43.83,410.9,17.435,12.083,210.67,246.54,85.45,0.924,35.87,11.4856,8.27,89.6,No,Degraded Output (Soiling),Normal,No,-52.8,ONLINE,Online,20.25
5282,2026-07-09 16:01:00,SLR-STR01,Clear Sky,30.12,75.7,43.11,415.8,17.618,12.133,213.76,249.48,85.68,0.924,35.72,11.4891,7.91,89.6,No,Degraded Output (Soiling),Normal,No,-59.3,ONLINE,Online,20.267
5283,2026-07-09 16:02:00,SLR-STR01,Clear Sky,30.45,73.1,42.96,400.3,17.384,11.737,204.04,240.18,84.95,0.915,36.14,11.4926,8.35,89.7,No,Degraded Output (Soiling),Normal,No,-62.3,ONLINE,Online,20.283
5284,2026-07-09 16:03:00,SLR-STR01,Partly Cloudy,30.61,74.0,42.88,392.6,17.513,11.552,202.31,235.56,85.88,0.925,33.25,11.496,8.08,89.8,No,Degraded Output (Soiling),Normal,No,-62.3,ONLINE,Online,20.3
5285,2026-07-09 16:04:00,SLR-STR01,Partly Cloudy,30.42,73.9,41.69,360.6,17.622,10.672,188.07,216.36,86.92,0.931,28.29,11.4992,8.02,89.9,No,Degraded Output (Soiling),Normal,No,-59.6,ONLINE,Online,20.317
5286,2026-07-09 16:05:00,SLR-STR01,Partly Cloudy,30.54,70.7,41.98,366.1,17.708,10.607,187.83,219.66,85.51,0.917,31.83,11.5024,8.19,89.8,No,Degraded Output (Soiling),Normal,No,-59.1,ONLINE,Online,20.333
5287,2026-07-09 16:06:00,SLR-STR01,Partly Cloudy,30.42,79.8,41.19,344.5,17.344,10.341,179.36,206.7,86.77,0.928,27.34,11.5054,8.21,89.7,No,Degraded Output (Soiling),Normal,No,-61.5,ONLINE,Online,20.35
5288,2026-07-09 16:07:00,SLR-STR01,Partly Cloudy,30.56,71.2,41.26,342.4,17.555,10.032,176.12,205.44,85.73,0.917,29.32,11.5084,9.05,89.3,No,Degraded Output (Soiling),Normal,No,-52.7,ONLINE,Online,20.367
5289,2026-07-09 16:08:00,SLR-STR01,Partly Cloudy,30.69,74.6,42.06,363.7,17.416,10.732,186.91,218.22,85.65,0.919,31.31,11.5114,7.98,89.5,No,Degraded Output (Soiling),Normal,No,-52.6,ONLINE,Online,20.383
5290,2026-07-09 16:09:00,SLR-STR01,Partly Cloudy,30.31,72.7,41.48,357.4,17.56,10.462,183.72,214.44,85.67,0.917,30.72,11.5145,8.28,89.6,No,Degraded Output (Soiling),Normal,No,-55.1,ONLINE,Online,20.4
5291,2026-07-09 16:10:00,SLR-STR01,Partly Cloudy,30.41,73.9,41.03,339.7,17.456,10.079,175.93,203.82,86.32,0.922,27.89,11.5175,7.78,89.8,No,Degraded Output (Soiling),Normal,No,-52.9,ONLINE,Online,20.417
5292,2026-07-09 16:11:00,SLR-STR01,Partly Cloudy,30.34,77.1,41.65,361.8,17.389,10.646,185.11,217.08,85.27,0.914,31.97,11.5205,8.08,89.8,No,Degraded Output (Soiling),Normal,No,-55.5,ONLINE,Online,20.433
5293,2026-07-09 16:12:00,SLR-STR01,Partly Cloudy,30.25,70.7,41.05,345.4,17.802,9.926,176.69,207.24,85.26,0.911,30.55,11.5235,8.64,89.6,No,Degraded Output (Soiling),Normal,No,-64.5,ONLINE,Online,20.45
5311,2026-07-09 16:30:00,SLR-STR01,Partly Cloudy,30.16,73.8,39.58,301.5,17.764,8.86,157.39,180.9,87.01,0.924,23.51,11.5366,8.19,82.0,No,Degraded Output (Soiling),Normal,No,-58.1,ONLINE,Online,20.75
5312,2026-07-09 16:31:00,SLR-STR01,Partly Cloudy,30.53,79.3,40.05,304.6,17.722,8.955,158.71,182.76,86.84,0.924,24.05,11.5392,8.3,85.0,No,Degraded Output (Soiling),Normal,No,-65.0,ONLINE,Online,20.767
5313,2026-07-09 16:32:00,SLR-STR01,Partly Cloudy,30.57,72.2,39.39,282.2,17.598,8.191,144.15,169.32,85.13,0.903,25.17,11.5417,8.87,86.7,No,Degraded Output (Soiling),Normal,No,-55.8,ONLINE,Online,20.783
5314,2026-07-09 16:33:00,SLR-STR01,Partly Cloudy,29.91,74.9,38.14,263.2,17.685,7.694,136.06,157.92,86.16,0.909,21.86,11.5441,8.35,87.6,No,Degraded Output (Soiling),Normal,No,-55.0,ONLINE,Online,20.8
